filepath,label
dataset\Tomato___Late_blight\62f69013-1152-47ee-8d37-b8252f4c1328___RS_Late.B 6149_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\75a4f049-e99c-4666-845f-7b1577dbd662___RS_HL 9955_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\c0f88ca7-95b4-453f-be96-b6b02cfe8449___UF.GRC_BS_Lab Leaf 0959_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\974a15f0-913a-41ab-b5a4-30015f159902___GHLB2 Leaf 8792_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\c1968e07-0f5b-4187-b718-868f1c24228d___GCREC_Bact.Sp 3639_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\5cf74b8f-2a3a-4141-8309-1c02f01ab444___GCREC_Bact.Sp 5967_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\1e8c2c4d-e787-45ff-87ac-56484ac8d3d4___GH_HL Leaf 472_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0a8967d4-bb72-4fe4-8096-55fc57437557___RS_Late.B 6974_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\7e0f5a39-e44e-40fe-8486-f369cb59895b___RS_HL 9790_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\da34f406-4f46-480c-a63d-fb093a83e670___GH_HL Leaf 499.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\6e1abdb8-4020-48c9-9488-2d320e8d5a4d___RS_HL 0168_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\397a3ca2-cc7b-496e-af81-394270be3d61___GHLB2 Leaf 73.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a346d735-b67a-4838-b6b2-917e896fbd62___GCREC_Bact.Sp 2996_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\1905cdb8-1725-4386-9d49-59f47c3e4a1b___GHLB2ES Leaf 65_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\23467438-6237-4b34-acde-80a3129e4b5d___GH_HL Leaf 187_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\fad6841f-6194-4cf4-8101-b42206bd476c___RS_HL 0411_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\e45ae43b-3111-47af-8da4-65dc05595a7f___GCREC_Bact.Sp 5973_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\3367a9a6-6841-45db-bfa9-9b7b9fed0fa2___GH_HL Leaf 421.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\c742e379-a56a-44b5-96d0-1918dd2cb2c9___GCREC_Bact.Sp 3182_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\130c7763-2ace-42bc-b2f0-ef78be095e8c___RS_HL 0171_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\51f0f777-a154-4a53-81c5-87bb24003ce7___UF.GRC_BS_Lab Leaf 9132_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\017a9839-6097-45aa-85b0-3051db151484___RS_Late.B 5125_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\81581795-ff9e-4e07-9135-e421e03d96e9___GCREC_Bact.Sp 5652_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\055ae8d8-09e1-4b27-b385-9ff8a3e0eaae___RS_Erly.B 8247_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\74c0d66d-a12d-4b9d-9f24-e283b8273a7e___RS_Erly.B 8302_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\45fc3f1c-6ccc-4ffd-a0a9-f53cbe4e71a1___GH_HL Leaf 206.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\7a08fe4d-cb32-4a4e-861e-249e582fb8c8___GHLB2 Leaf 8820_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d8ce2a81-c366-4a88-bde3-ee9a98e1e30c___RS_HL 0036_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\edfbcb80-5821-4c6e-a464-79f119de35ae___RS_HL 9903_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\277f9f6d-07b0-4687-afef-ebf67e227e96___GCREC_Bact.Sp 6364_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\914b2040-5c4b-4943-be32-1c565d9c49ec___GHLB2 Leaf 72.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\da866ac6-4fcc-4722-8cf6-3d0d93011d65___GCREC_Bact.Sp 3550_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\7f4621fe-72ce-4f4c-a20e-320250ec8a9d___RS_Late.B 5556_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\c03bec63-8b1d-42ef-90d5-5dff0c2455ea___RS_Erly.B 9555_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\eef753ba-cf26-427c-90f7-1ec9daf6afe8___GCREC_Bact.Sp 3383_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\f2862b49-bab8-4d3e-abc3-0816c0f0010e___GCREC_Bact.Sp 6311_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\a1f7a744-1d30-4343-992c-b1521d924094___GHLB2 Leaf 8563_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\c2f44d15-cc56-44eb-afce-b53e919becb9___GH_HL Leaf 398_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\72138adb-455c-4ddf-939e-00811e3fb6dd___GHLB2 Leaf 8750_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\f14bdea6-8f1d-47c4-ab6f-dbf05c994901___GHLB2 Leaf 9046_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\fb70612e-974a-4bed-bfcb-fcf8038b51ce___GCREC_Bact.Sp 5627_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\df6c7120-ac7c-43b5-bb2a-3c61782e7a47___GCREC_Bact.Sp 6030_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\f5aebbf7-df07-4682-8d3b-3dd46e2e36c4___GHLB2 Leaf 9092_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\8811ef44-071b-430a-a0a4-989bf7668582___GH_HL Leaf 193_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\151a2e55-b8d4-4c30-b494-4aa77a2f5695___GCREC_Bact.Sp 5941_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\c2c75d71-71ea-43c4-b70d-7bc16e8230ab___GHLB2 Leaf 104_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\d8d3c759-4242-42c0-9be5-b3177f2664be___GCREC_Bact.Sp 5953_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\8f92a1b1-c99e-48b4-8cd2-d0bd09bc6a6b___RS_Erly.B 9479_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Early_blight\64ef53fa-26cc-4734-8a94-6f83a108817f___RS_Erly.B 6348_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\5e85791b-b3a7-430e-b3af-e244c2d16f31___GHLB2 Leaf 8747_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\bab33032-182b-43c7-8eea-392267cd11ef___RS_HL 9822_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\4e9c1dac-62c2-4699-bcda-5bdc3740f267___GHLB2 Leaf 8740_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\91866d08-cbe2-4a9a-87fd-f2b969e5340a___RS_Erly.B 9588_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\659fd21c-cac6-4126-972d-f6f7b28f25e2___GHLB2 Leaf 9068_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\ee328e30-524c-4bcd-86f2-e9facfa6c5ae___GCREC_Bact.Sp 6002_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\d382d5de-6608-4492-a1eb-e4c525f8b3e4___GH_HL Leaf 461_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\9920ea08-d9d7-464c-addb-c6ecebddf420___GCREC_Bact.Sp 5880_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\d86aad3d-070a-4247-a3cb-a66e6b774fd3___RS_Late.B 7114_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\042d59c2-2fd8-45c2-91bb-c0a05dd07f30___RS_HL 0257_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\5d1f3889-f029-4ebd-834d-9e39d775b070___GCREC_Bact.Sp 5996_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3489afd3-f198-4866-8ca6-09a221d1236c___GCREC_Bact.Sp 5656_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\3de67462-9ae4-455d-8d0d-a625c92c7120___RS_Late.B 5148_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\ae581c9f-2be2-4ca8-b27d-5a333d15012c___RS_Late.B 5170_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\934cc025-d086-441c-8d0d-71050ab956aa___RS_Late.B 6740_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\6e42a5dd-9354-454e-bca2-ea0cb4663de4___GHLB2 Leaf 8675_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\e6ec0aa5-a195-4606-a539-cf7c13f62727___GCREC_Bact.Sp 3828_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8c2d8590-4fb3-4670-b2f0-384df42eb3a7___GCREC_Bact.Sp 5921_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\44728e89-49f7-435e-b4d9-a64a7a3f2317___RS_Late.B 7116_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d4c014c8-81db-47ce-8a1a-277ef1159a3d___RS_HL 0211_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\9d197d8a-3f35-401a-8aa4-39f7e69d05c5___GH_HL Leaf 326_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\95a43787-4b69-4ad8-854f-7d8cbd1e6cac___RS_HL 9642_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\1c5deb80-6bde-4aa4-843e-c69f80b7713a___RS_Late.B 6874_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\abaaf21a-3c59-4a00-825e-2f05f045bbf9___RS_HL 0066_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\909832a0-b9f8-4624-894f-16b200489acb___GHLB2 Leaf 161_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\5fc495d5-db9f-4099-8c2e-8fe2dd8f088e___RS_Late.B 6079_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\6f7a49a1-db0e-486f-b836-51827df940df___GHLB2 Leaf 8735_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\0e1d7722-3df9-4a3a-a4e2-bc0ea3ce0da4___RS_HL 9979_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\7ce1f8c1-1542-4d7b-be27-11e29d572283___GH_HL Leaf 508.2_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\a07a8ed5-dbed-4299-96ef-18bc1ffcab3b___GHLB2 Leaf 68_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\73f4d791-745e-49b8-82d8-e29b24ddd0e5___RS_Erly.B 7593_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\a2b9fd44-1a96-40ea-9c22-e46121316355___UF.GRC_BS_Lab Leaf 8664_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\670616fe-c1a6-41a9-99b2-eb6270d8c299___GHLB_PS Leaf 26.2 Day 16_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a435a766-abdd-42e4-8b5d-98641c1ff7e9___UF.GRC_BS_Lab Leaf 9133_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a996d784-9bee-4715-b1ff-73e9df5b8666___GCREC_Bact.Sp 3257_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\efe02473-2f94-4ff5-a478-cc9d8ebd79da___RS_HL 9671_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\cf155207-09bc-454e-a31b-0d469c9bb3d7___GCREC_Bact.Sp 2989_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\71a47848-146e-4cda-ae09-5ff0fe3a0540___GHLB2 Leaf 80.1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\2c47b891-3c97-48f1-a2cc-5aa53d3a1148___GHLB2 Leaf 9011_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\005e3b43-9050-47da-9498-f9ecdcc703b3___RS_Late.B 5104_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\18f0234d-3647-4769-a5a5-752ae8c55f28___UF.GRC_BS_Lab Leaf 8845_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\e786ac89-29fe-47e3-b49e-b9a9ee7edd9d___GH_HL Leaf 342.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\1aeee055-1c5f-4aab-a4af-bfe860f7dc46___GCREC_Bact.Sp 3034_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\121097dd-b0cb-436b-9b2f-7dab30c86872___GHLB_PS Leaf 37.1 Day 13_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\9ed7a670-72d9-4bb7-adcb-6aeb2eecb5db___GHLB Leaf 23.5 Day 12_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\8a4dc6f9-2f54-4bdd-957f-d9fb709e1b26___GH_HL Leaf 302.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\48cbd826-6822-4bd9-8bb4-6595db85a3f2___RS_HL 9783_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\bd510221-f461-40d9-a959-1ca05a478fd6___GCREC_Bact.Sp 3331_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\10acd4c3-b1b8-4fc7-848a-c9af30086e78___GHLB_PS Leaf 28.2 Day 13_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\2939e3f2-d0c5-462c-b652-8cf4ef87d844___RS_Late.B 6600_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\47c05777-ef2f-4baf-8f1a-61ab067a4627___RS_Erly.B 7350_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\47d38fb3-c397-433f-a478-482a660b70f3___RS_HL 0113_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\8d4ca679-c45e-4d6a-934c-2dc64684c53e___GCREC_Bact.Sp 3774_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\f321fdc4-0b37-4f12-bf76-30af4c54a573___UF.GRC_BS_Lab Leaf 9227_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\ad8359a4-48b9-4469-a012-ed9b220de38e___GH_HL Leaf 285.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\079f7695-a60e-4a35-a1f3-fbe71cf19126___GHLB2 Leaf 8783_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\3e4cc1b0-e071-4b9e-a944-21de55b99fc3___RS_HL 0292_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\9d16bfcd-955e-4a5c-90ea-c7cce8dd9135___RS_Erly.B 7811_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\974bfda6-f0ea-48a4-965e-9346c8f2f17b___GCREC_Bact.Sp 6237_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ea62b5e0-7ccf-4ec5-b103-16206214caaa___GCREC_Bact.Sp 6253_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\13adbb9e-c4e1-46bd-8621-ae351dd464ca___RS_Late.B 6595_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\7d3cd4c9-2c10-422d-a5f2-474c5569649d___RS_HL 9686_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\58b4de6b-90af-4c5b-a95b-3fdd953c9255___GCREC_Bact.Sp 5830_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3dea7f7c-4bdc-4be6-8643-008b4d37ffc8___GCREC_Bact.Sp 3530_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\0bb05a47-55a2-4c23-9dd2-3a5abf17c9f4___GHLB Leaf 5 Day 1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\2485b2a9-a492-4a45-bb4b-bb63edefb7ef___GHLB2 Leaf 9084_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\2245fdf5-3ff5-4624-9797-0b65bcc6cf73___RS_Erly.B 6358_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\cfd1650b-7007-4916-a41f-9587d4bc4bfa___GCREC_Bact.Sp 5568_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\ca9d4e23-cd51-4912-b08e-0507546755b1___UF.GRC_BS_Lab Leaf 8802_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\77c9e1e4-286a-4ae0-aa62-87f99781a6fa___RS_Erly.B 7864_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\05a34df9-4fc9-460a-b675-3c4a37cfdf4c___GHLB2 Leaf 8917_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\b2a40428-4154-4f13-bff6-28c36f4293a9___GCREC_Bact.Sp 3088_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\a98a655f-a2f5-44eb-a73b-edf25ca85921___RS_Erly.B 6351_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\b34a1119-72d6-4c68-88f2-17ab64ee3457___GCREC_Bact.Sp 3101_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\425e5c47-5495-40ad-8c96-6c51768bc673___RS_HL 0025_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\60095dac-7012-47a0-8697-eade683994c3___UF.GRC_BS_Lab Leaf 0273_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\3c42263c-39eb-4e33-bf35-6694cb1eb973___GCREC_Bact.Sp 6106_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\92482fe8-95b5-48b9-b32e-eadc3ab6ac59___RS_HL 9901_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\44f72a0c-3313-44bd-acdb-905ae5944a57___GHLB2 Leaf 8880_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\5ce7093e-2e9d-4dd9-9401-7499c26ddaf1___GCREC_Bact.Sp 5566_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\c29f66a1-5df9-4bd7-a6cd-89a0d4a4cba5___RS_Erly.B 9608_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\f879b7d4-efe4-4b31-8a89-35db50d561c9___RS_Late.B 4897_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d7aed304-347b-4c78-ac63-b29db901e1d4___RS_HL 0061_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\441dec39-f5c8-4885-b133-1db20ff1fd3b___GCREC_Bact.Sp 3487_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\04dec2d5-560b-4f34-a4a1-36b034031e4d___RS_HL 0516_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\349b160d-6a6a-4b94-bdd3-81b670d13996___GHLB2 Leaf 72_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\f5e90a98-8ea6-4547-a417-8370d08a1e1f___RS_Late.B 5196_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\f3e3d426-cf23-4157-90e2-95a0442ef83f___GCREC_Bact.Sp 3041_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Early_blight\fe167aa5-089e-4295-ad85-071819b7b692___RS_Erly.B 9403_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Bacterial_spot\a7c50117-d297-469d-8a1c-6ec7a5a6f2df___GCREC_Bact.Sp 5769_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Late_blight\98d99dcc-6922-4b11-9b64-7e75440da1a8___RS_Late.B 5095_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\9630e186-4b6c-492b-b450-a30bd7fd7fcb___GH_HL Leaf 322.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\906f1ca6-2923-40c2-a924-5486fc3d7ba0___RS_Erly.B 9444_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\b7e3a280-a031-475d-95b2-a1d2f0f49e02___GH_HL Leaf 279_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\77c978a3-7285-4d36-a858-1b77729020b7___GH_HL Leaf 462.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\b286becf-e2d6-4269-aaf4-e2df25c80cba___RS_HL 0355_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\e601dd19-754a-4db4-926b-5e71609f628e___GCREC_Bact.Sp 3342_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\2a7e1698-9747-40e6-994e-5d4dc1d2b239___RS_HL 0279_final_masked.jpg,Tomato___healthy
dataset\Tomato___healthy\560b8340-b487-4bd9-aac1-37b0f4711444___RS_HL 0277_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\a06cd325-69d3-476c-a515-7e836bb39f3a___RS_Late.B 7126_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\60f7e012-0f60-4e15-a1ad-1541e20621af___RS_Late.B 6425_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\d835fbab-7301-4544-aba9-37cb5d25de9f___RS_HL 0506_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\27ba7432-8547-436c-9b97-adf3cbe15575___RS_Erly.B 7544_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\e090d873-c435-4d1b-95dd-29f5a2f22a09___GH_HL Leaf 266.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\0862d3c1-82db-4f51-9acf-4908a7733600___GHLB2 Leaf 9005_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___healthy\994d4897-7227-4f74-a5e1-610d528e7d87___RS_HL 9927_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\a37c30d3-2d4a-49f0-af5b-5ddc9c37baf8___GCREC_Bact.Sp 6038_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\5c057128-2d09-4757-8e44-520fb30f2b60___RS_HL 0525_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\ea08bf85-06df-41d8-8b09-29feb53cdccf___RS_Erly.B 7486_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\6bc35871-5096-4405-8064-10e586175e9a___RS_Late.B 5584_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Early_blight\7b962f23-1e0e-4c28-b741-d21c51ab6d4b___RS_Erly.B 7835_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___healthy\275d05cf-89de-45bc-9928-ac6f242c9dd7___RS_HL 0572_final_masked.jpg,Tomato___healthy
dataset\Tomato___Bacterial_spot\470dc5c1-47be-4468-ab17-e378715807e2___GCREC_Bact.Sp 3697_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\8242a847-cd26-45ee-995d-dcec33ba89f3___GCREC_Bact.Sp 3806_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\6d6f479a-d165-46b3-95d8-43c4778c23f9___GH_HL Leaf 205.1_final_masked.jpg,Tomato___healthy
dataset\Tomato___Early_blight\8039671d-c264-49aa-bfbc-81fabe24b007___RS_Erly.B 9397_final_masked.jpg,Tomato___Early_blight
dataset\Tomato___Late_blight\c9bcf015-b951-4176-bc2c-d8c067b64c66___RS_Late.B 5489_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\0c3153b2-0e64-41b6-902a-66eafbf7cae6___GHLB Leaf 4.1 Day 1_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\de0d63c7-a1a2-43e0-9316-44381a5cb46a___GCREC_Bact.Sp 3858_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___Bacterial_spot\a4106180-8662-4e07-b7dd-3a80c7fd08dd___GCREC_Bact.Sp 6230_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\43f6d6f0-be8e-4120-8c86-fad3bcfd5c03___RS_HL 0180_final_masked.jpg,Tomato___healthy
dataset\Tomato___Late_blight\01c391d2-1b3a-4b58-b205-a75674bba6e9___GHLB2 Leaf 8824_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Late_blight\a4e72582-b214-412a-a3ae-5a75da76973f___RS_Late.B 6884_final_masked.jpg,Tomato___Late_blight
dataset\Tomato___Bacterial_spot\a69cf9dd-83c8-4b5c-8cd2-dbcba3aa1eb7___UF.GRC_BS_Lab Leaf 8884_final_masked.jpg,Tomato___Bacterial_spot
dataset\Tomato___healthy\989c19ba-120b-472c-abe1-821da1b065d0___RS_HL 0280_final_masked.jpg,Tomato___healthy
